SampleID	Grupo_Experimental	Dieta	Ambiente	Tiempo	Description	ACK-M1	Actinomycetaceae	Brevibacteriaceae	Nocardiaceae	Coriobacteriaceae	Bacteroidaceae	Porphyromonadaceae	Prevotellaceae	Rikenellaceae	S24-7	Odoribacteraceae	Paraprevotellaceae	Cryomorphaceae	Flavobacteriaceae	Chitinophagaceae	Caldilineaceae	Deferribacteraceae	Paenibacillaceae	Staphylococcaceae	Enterococcaceae	Lactobacillaceae	Streptococcaceae	Turicibacteraceae	Christensenellaceae	Clostridiaceae	Dehalobacteriaceae	Eubacteriaceae	Gracilibacteraceae	Lachnospiraceae	Peptococcaceae	Peptostreptococcaceae	Ruminococcaceae	Syntrophomonadaceae	Veillonellaceae	Acidaminobacteraceae	Mogibacteriaceae	Tissierellaceae	Erysipelotrichaceae	Beijerinckiaceae	Alcaligenaceae	Desulfovibrionaceae	Thermodesulfobacteriaceae	Helicobacteraceae	Alteromonadaceae	OM60	Enterobacteriaceae	Coxiellaceae	Legionellaceae	Pasteurellaceae	Piscirickettsiaceae	Sinobacteraceae	F16	Anaeroplasmataceae	Verrucomicrobiaceae
33i	Inicial	Normal	Normal	0	Inicial	0.000142863945902	0.000250011905329	9.52426306015e-05	9.52426306015e-05	0.00145245011667	0.00573836849374	0.0065717415115	0.051621505786	0.0323586837468	0.190937663698	0.0155007381304	0.00110719558074	2.38106576504e-05	0.00411924377351	0.000428591837707	0.000107147959427	0.0146911757703	3.57159864755e-05	0.0	3.57159864755e-05	0.0135125482166	3.57159864755e-05	0.00102385827897	0.00096433163484	0.0016072193914	0.00217867517501	4.76213153007e-05	0.000607171770084	0.113457783704	0.000226201247678	0.000107147959427	0.0657412257727	5.95266441259e-05	0.0	0.00127387018429	0.00154769274727	0.00134530215725	0.00303585885042	0.000380970522406	0.000654793085385	0.0122624886899	8.33373017763e-05	7.14319729511e-05	0.000130958617077	0.000107147959427	0.000773846373637	0.000619077098909	0.000607171770084	0.000166674603553	0.000773846373637	3.57159864755e-05	0.0196318872327	0.00173817800848	0.119898566598
34DAG.AE	DAG_AE	DAG	Enriquecido	24	DAG_24S_AE	0.0	0.00020828064329	5.95087552256e-05	4.46315664192e-05	0.00107115759406	0.102935269352	0.00386806908966	0.000728982251514	0.0672895249714	0.104928812652	0.0420726899445	0.000922385705997	0.000238035020902	0.00630792805391	0.000327298153741	0.000104140321645	0.0455539521252	0.000699227873901	1.48771888064e-05	0.0027820343068	0.159974411235	0.0225240638529	0.0	0.00141333293661	0.000357052531354	0.00111578916048	0.0	0.000505824419418	0.0450481277058	0.000684350685095	0.0	0.116354493655	1.48771888064e-05	0.0	0.000535578797031	0.000535578797031	0.000461192852998	0.00132406980377	0.000178526265677	0.0	0.016216135799	4.46315664192e-05	8.92631328384e-05	5.95087552256e-05	2.97543776128e-05	0.000609964741063	0.000223157832096	0.000178526265677	8.92631328384e-05	0.000505824419418	0.0	0.0196676436021	0.0	2.97543776128e-05
38DN.AE	DN_AE	Normal	Enriquecido	24	DN_24S_AE	0.000110660272962	0.000202877167097	0.000129103651789	7.3773515308e-05	0.00208410180745	0.0361121357433	0.00634452231649	0.0114902250092	0.0913869420878	0.175433419402	0.0357985983032	0.00178900774622	0.000866838804869	0.00769088897086	0.00055330136481	0.00018443378827	0.00245296938399	0.000516414607156	0.000202877167097	0.000387310955367	0.203707119144	0.0	0.0	0.00112504610845	0.00256362965695	0.0015676872003	1.8443378827e-05	0.000461084470675	0.0757469568425	0.000129103651789	3.6886757654e-05	0.0685355957211	5.5330136481e-05	0.000516414607156	0.000774621910734	0.000995942456658	0.000977499077831	0.00217631870159	0.000221320545924	0.000793065289561	0.00413131685725	3.6886757654e-05	5.5330136481e-05	3.6886757654e-05	0.000295094061232	0.000497971228329	0.000590188122464	0.000590188122464	0.000110660272962	0.000756178531907	3.6886757654e-05	0.0354297307267	0.012043526374	0.00403909996311
39DAG.AE	DAG_AE	DAG	Enriquecido	24	DAG_24S_AE	0.0	0.000157095479141	3.49101064758e-05	3.49101064758e-05	0.00144876941875	0.0758771164252	0.00832606039448	0.000733112235992	0.061406877291	0.15126549136	0.0598359224996	0.000820387502182	0.000209460638855	0.00748821783906	0.000453831384186	6.98202129516e-05	0.00755803805202	1.74550532379e-05	1.74550532379e-05	0.00558561703613	0.0307034386455	0.0492756152906	0.0	0.00261825798569	0.000226915692093	0.000977482981323	0.000139640425903	0.000872752661896	0.0436376330948	0.000802932448944	0.0	0.117472508291	5.23651597137e-05	0.0	0.00041892127771	0.000453831384186	0.000628381916565	0.000261825798569	0.000209460638855	0.0	0.0130389247687	0.000104730319427	5.23651597137e-05	3.49101064758e-05	6.98202129516e-05	0.000453831384186	0.000157095479141	8.72752661896e-05	8.72752661896e-05	0.000576016756851	1.74550532379e-05	0.0217489963344	1.74550532379e-05	0.0
39DAG.SM	DAG	DAG	Normal	12	DAG_12S	1.94378571706e-05	0.000505384286436	7.77514286825e-05	7.77514286825e-05	0.000680325000972	0.0441433736345	0.00587023286553	0.000602573572289	0.0788010729697	0.116840959453	0.0387007736267	0.00118570928741	0.000194378571706	0.00868872215527	0.00118570928741	0.000174940714536	0.0420829607744	3.88757143413e-05	0.0	0.00155502857365	0.0100688100144	0.0110990164444	0.0	0.0047622750068	0.000116627143024	0.0023131050033	0.0	0.000719200715313	0.081114177973	0.00276017571823	1.94378571706e-05	0.23323484819	3.88757143413e-05	0.0	0.000855265715508	0.00106908214438	0.000816390001166	0.000349881429071	0.000349881429071	0.0	0.033491427905	0.000349881429071	5.83135715119e-05	5.83135715119e-05	3.88757143413e-05	0.00136065000194	0.000252692143218	0.000719200715313	0.000174940714536	0.00116627143024	0.0	0.0195156085993	0.0	5.83135715119e-05
45DN.AE	DN_AE	Normal	Enriquecido	24	DN_24S_AE	0.000127234556906	6.36172784528e-05	6.36172784528e-05	6.36172784528e-05	0.00167525499926	0.0383400131476	0.00608605297199	0.00901244778082	0.0933901647688	0.179464342515	0.035116737706	0.00178128379668	0.000805818860402	0.0083550692368	0.000466526708654	6.36172784528e-05	0.00212057594843	0.000530143987107	0.000233263354327	0.000508938227623	0.214920372373	0.0	0.0	0.00112390525267	0.00241745658121	0.00122993405009	2.12057594843e-05	0.000424115189686	0.0744322157898	0.000127234556906	4.24115189686e-05	0.0655045910469	4.24115189686e-05	0.00044532094917	0.000508938227623	0.000975464936277	0.00089064189834	0.00222660474585	0.000190851835358	0.000911847657824	0.00358377335284	2.12057594843e-05	2.12057594843e-05	0.000106028797421	0.000169646075874	0.000720995822465	0.000466526708654	0.000424115189686	8.48230379371e-05	0.000784613100918	2.12057594843e-05	0.0333566596688	0.0098394724007	0.00182369531565
46DAG.AN	DAG_AN	DAG	Normal	24	DAG_24S_AN	0.0	0.000238663484487	7.9554494829e-05	7.9554494829e-05	0.00294351630867	0.0567422434368	0.00429594272076	0.000596658711217	0.0534805091488	0.106503579952	0.0491447891806	0.000735879077168	7.9554494829e-05	0.00642402545744	0.000735879077168	9.94431185362e-05	0.0024860779634	0.000835322195704	0.0	0.0033015115354	0.180747812251	0.0268098647574	0.0	0.00111376292761	0.0639817024662	0.000636435958632	0.0	0.00155131264916	0.036416070008	0.000894988066826	0.00115354017502	0.0603818615752	1.98886237072e-05	0.000517104216388	0.00652346857597	0.0038385043755	0.000914876690533	0.0794351630867	0.000318217979316	0.0	0.00457438345267	0.000178997613365	5.96658711217e-05	1.98886237072e-05	0.0	0.000556881463803	9.94431185362e-05	0.000377883850438	1.98886237072e-05	0.000497215592681	0.0	0.0455449482896	0.0	0.0
48DN.AN	DN_AN	Normal	Normal	24	DN_24S_AN	4.05030478544e-05	0.000202515239272	0.000222766763199	0.00014176066749	0.000870815528869	0.00749306385305	0.00425282002471	0.0552056542255	0.0888029324207	0.171834180522	0.0464772474129	0.00251118896697	0.000567042669961	0.00919419186294	0.000850564004941	0.000121509143563	0.035602179064	0.00014176066749	0.0	0.000162012191417	0.0204945422143	0.0	0.0	0.00194414629701	0.000506288098179	0.00162012191417	6.07545717815e-05	0.00028352133498	0.0971668118026	0.000486036574252	0.000162012191417	0.0854411794488	8.10060957087e-05	0.0	0.00129609753134	0.00133660057919	0.000992324672432	0.00289596792159	0.000364527430689	0.000121509143563	0.00911318576723	6.07545717815e-05	0.000202515239272	0.000101257619636	0.000486036574252	0.00133660057919	0.000405030478544	0.000526539622107	0.000243018287126	0.00180238562952	0.000850564004941	0.0248688713826	0.0175378197209	0.0593167135827
48SM.DN	DN	Normal	Normal	12	DN_12S	7.39426205265e-05	0.000369713102632	0.000320418022281	4.9295080351e-05	0.00253869663808	0.0111899832397	0.00520063097703	0.0333727693976	0.0361332938973	0.200064083604	0.0352213349108	0.00145420487035	0.000172532781228	0.00727102435177	0.000517598343685	0.000123237700877	0.00436261461106	0.0	0.0	7.39426205265e-05	0.0209011140688	0.0	0.00076407374544	0.00248940155772	0.0167849748595	0.00253869663808	0.000197180321404	0.0015034999507	0.145617667357	0.000369713102632	0.000862663906142	0.108276643991	0.000172532781228	0.0	0.0013063196293	0.00160209011141	0.00244010647737	0.00396825396825	0.000369713102632	0.000640836044563	0.0128413684314	9.8590160702e-05	4.9295080351e-05	0.000221827861579	0.000468303263334	0.0013063196293	0.000788721285616	0.000640836044563	0.000345065562457	0.00108449176772	7.39426205265e-05	0.015873015873	0.00438726215124	0.00049295080351
49DAG.AN	DAG_AN	DAG	Normal	24	DAG_24S_AN	5.55699625829e-05	0.000166709887749	3.70466417219e-05	5.55699625829e-05	0.00479754010299	0.0393805801504	0.00400103730597	0.000444559700663	0.067147038121	0.137109621013	0.049160893565	0.00103730596821	0.000259326492053	0.00620531248842	0.000370466417219	0.000111139925166	0.00107435260994	0.00057422294669	5.55699625829e-05	0.00298225465862	0.0730189308339	0.0252287630126	0.0	0.00201904197385	0.088726706924	0.000648316230134	0.000129663246027	0.000722409513578	0.0280628311044	0.00124106249768	0.00224132182418	0.0730559774756	7.40932834439e-05	0.000222279850332	0.00881710072982	0.00459378357352	0.00107435260994	0.116437594932	0.000407513058941	0.000166709887749	0.00309339458378	5.55699625829e-05	1.8523320861e-05	5.55699625829e-05	7.40932834439e-05	0.000370466417219	9.26166043048e-05	0.000166709887749	0.000148186566888	0.000314896454636	0.0	0.0550698329196	0.0	0.0
50DN.AN	DN_AN	Normal	Normal	24	DN_24S_AN	9.97665462817e-05	0.000159626474051	0.00037911287587	9.97665462817e-05	0.00159626474051	0.00911866233015	0.0042500548716	0.075503322226	0.0940199932159	0.212263303869	0.0505417323463	0.0032922960273	0.000419019494383	0.00973721491709	0.000977712153561	0.000139673164794	0.00802123032105	1.99533092563e-05	0.0	9.97665462817e-05	0.0145459624479	0.0	0.0	0.00215495739968	0.00127701179241	0.00195542430712	3.99066185127e-05	0.000399066185127	0.0910469501367	7.98132370254e-05	0.000179579783307	0.0885926930982	5.9859927769e-05	0.0	0.000917852225792	0.000778179060997	0.00115729193687	0.00271365005886	0.000359159566614	0.000518786040665	0.00448949458268	7.98132370254e-05	0.000119719855538	0.000119719855538	0.000399066185127	0.000957758844304	0.000419019494383	0.00021948640182	0.000199533092563	0.00119719855538	0.000259393020332	0.0137478300776	0.0066244986731	0.0877147474909
50SM.DN	DN	Normal	Normal	12	DN_12S	0.000148160690852	0.000296321381704	0.000105829064894	0.00019049231681	0.00234940524066	0.0179274435931	0.0104982432375	0.0495280023706	0.062121661093	0.249968251281	0.0298649621132	0.00186259154214	0.000275155568725	0.0103712483596	0.0011006222749	0.000105829064894	2.11658129789e-05	6.34974389366e-05	0.0	0.000148160690852	0.0134614570546	2.11658129789e-05	0.000253989755747	0.00201075223299	0.00188375735512	0.00209541548491	0.000126994877873	0.00139694365661	0.12341785548	0.000444482072556	0.000825466706176	0.101871057867	0.000105829064894	0.0	0.0015027727215	0.00118528552682	0.00268805824832	0.00294204800406	0.000338653007662	0.00334419845066	0.00833933031368	6.34974389366e-05	0.00019049231681	0.00019049231681	0.000232823942768	0.000994793210007	0.000888964145113	0.000592642763409	0.000211658129789	0.00105829064894	0.0	0.00965161071837	0.00567243787834	0.000338653007662
50i	Inicial	Normal	Normal	0	Inicial	0.000251490982252	0.000179636415894	0.000107781849537	7.18545663577e-05	0.00294603722067	0.0052633469857	0.000574836530862	0.00718545663577	0.0415678666379	0.234497377308	0.00979018466624	0.00150894589351	8.98182079471e-05	0.00400589207444	0.00030538190702	0.000125745491126	7.18545663577e-05	5.38909247683e-05	7.18545663577e-05	3.59272831788e-05	0.0111733850686	3.59272831788e-05	0.0	0.0011856003449	0.0114608033341	0.00287418265431	3.59272831788e-05	0.000431127398146	0.109542286412	0.000431127398146	0.000682618380398	0.067992383416	3.59272831788e-05	1.79636415894e-05	0.00100596392901	0.00114967306172	0.00159876410146	0.0059459653661	0.00032334554861	0.000143709132715	0.00957462096716	5.38909247683e-05	8.98182079471e-05	0.000125745491126	0.000143709132715	0.000520945606093	0.00176043687576	0.000287418265431	0.000215563699073	0.000700582021987	0.000125745491126	0.0101853847812	0.0466156499246	0.179241215779
51DN.AN	DN_AN	Normal	Normal	24	DN_24S_AN	0.000369467228257	0.000123155742752	0.000246311485505	0.000123155742752	0.00236459026084	0.00615778713761	0.00142860661593	0.056380699032	0.0423655755068	0.238330993374	0.02684795192	0.00165028695288	0.000270942634055	0.00837459050716	0.000492622971009	0.000123155742752	0.0335229931772	4.92622971009e-05	0.0	2.46311485505e-05	0.00266016404345	0.0	0.0	0.00270942634055	0.00110840168477	0.0028325820833	0.000295573782605	0.000492622971009	0.124485824774	0.000467991822459	9.85245942018e-05	0.119682750807	0.000172418039853	0.0	0.00108377053622	0.00140397546738	0.00120692627897	0.0078573363876	0.000443360673908	0.000295573782605	0.0233256976773	9.85245942018e-05	0.000123155742752	0.000172418039853	0.000394098376807	0.00150250006158	0.000689672159413	0.000394098376807	0.000344836079706	0.00145323776448	0.000270942634055	0.0149264760216	0.00802975442745	0.00174881154708
51SM.DN	DN	Normal	Normal	12	DN_12S	8.44665934623e-05	0.000168933186925	0.00038009967058	8.44665934623e-05	0.00295633077118	0.025994594138	0.00954472506124	0.0228270968832	0.0426345130501	0.329440831151	0.0260790607315	0.00238618126531	0.000253399780387	0.010917307205	0.000739082692795	6.33499450967e-05	4.22332967311e-05	6.33499450967e-05	0.0	0.000253399780387	0.0398259988175	2.11166483656e-05	0.00240729791368	0.00147816538559	0.0307036067235	0.00206943153983	0.000211166483656	0.000781315989526	0.113860967987	0.000274516428752	0.00019004983529	0.0659050595489	0.000274516428752	0.0	0.00126699890193	0.000823549286257	0.00200608159473	0.010452740941	0.000401216318946	0.00979812484163	0.003927696596	0.000126699890193	0.000105583241828	0.000295633077118	0.000168933186925	0.000844665934623	0.000549032857505	0.000464566264043	0.000211166483656	0.000971365824816	6.33499450967e-05	0.00920685868739	0.000147816538559	0.00587042824563
54DAG.AN	DAG_AN	DAG	Normal	24	DAG_24S_AN	5.60538116592e-05	0.000411061285501	5.60538116592e-05	9.3423019432e-05	0.000504484304933	0.101139760837	0.00756726457399	0.000616591928251	0.0687406576981	0.123262331839	0.0460762331839	0.000990284005979	0.000112107623318	0.00745515695067	0.00072869955157	5.60538116592e-05	0.0278400597907	0.000186846038864	0.0	0.00104633781764	0.0234491778774	0.00887518684604	0.0	0.0023355754858	0.00407324364723	0.0015134529148	5.60538116592e-05	0.00203662182362	0.0649476831091	0.00188714499253	0.00020553064275	0.154185351271	1.86846038864e-05	3.73692077728e-05	0.00142002989537	0.000747384155456	0.000859491778774	0.000112107623318	0.000298953662182	1.86846038864e-05	0.0517189835575	7.47384155456e-05	3.73692077728e-05	9.3423019432e-05	1.86846038864e-05	0.00108370702541	0.000280269058296	0.000411061285501	9.3423019432e-05	0.000635276532138	1.86846038864e-05	0.0204783258595	7.47384155456e-05	0.0
59DAG.AN	DAG_AN	DAG	Normal	24	DAG_24S_AN	5.56379821958e-05	0.000259643916914	5.56379821958e-05	3.70919881306e-05	0.00178041543027	0.0656713649852	0.00508160237389	0.000463649851632	0.053134272997	0.109792284866	0.0515949554896	0.000945845697329	0.000259643916914	0.00613872403561	0.000426557863501	5.56379821958e-05	0.00999629080119	0.0012796735905	1.85459940653e-05	0.00298590504451	0.230396884273	0.0197885756677	0.0	0.00122403560831	0.0330489614243	0.000445103857567	3.70919881306e-05	0.00100148367953	0.0314354599407	0.00109421364985	0.000741839762611	0.0622403560831	1.85459940653e-05	0.000463649851632	0.0048590504451	0.00216988130564	0.000741839762611	0.00389465875371	7.41839762611e-05	0.0	0.0161164688427	3.70919881306e-05	3.70919881306e-05	1.85459940653e-05	1.85459940653e-05	0.000723293768546	0.000185459940653	9.27299703264e-05	9.27299703264e-05	0.000500741839763	0.0	0.0264836795252	0.000593471810089	0.0
59DAG.SM	DAG	DAG	Normal	12	DAG_12S	8.54335753951e-05	0.000231891133215	1.2204796485e-05	2.440959297e-05	0.00225788734973	0.110319155428	0.00707878196131	0.000683468603161	0.0708732531885	0.131555501312	0.0417648135717	0.000549215841826	0.000280710319155	0.0066027948984	0.000524806248856	6.10239824251e-05	0.000671263806676	0.000829926160981	8.54335753951e-05	0.00295356074937	0.158747787881	0.0262647220358	0.0	0.00147678037469	0.059888936352	0.000781106975041	0.00014645755782	0.000463782266431	0.0254714102642	0.000866540550436	0.00157441874657	0.0710685299323	6.10239824251e-05	9.76383718801e-05	0.00590712149875	0.00379569170684	0.000866540550436	0.00905595899188	0.00019527674376	2.440959297e-05	0.00257521205834	8.54335753951e-05	1.2204796485e-05	7.32287789101e-05	6.10239824251e-05	0.000378348691036	0.000109843168365	0.000183071947275	2.440959297e-05	0.000329529505096	2.440959297e-05	0.0345883932385	0.000231891133215	8.54335753951e-05
59i	Inicial	Normal	Normal	0	Inicial	0.000218691909961	0.00020307105925	0.00020307105925	9.37251042692e-05	0.00212443569677	0.00313979099302	0.000593592327038	0.00413952543856	0.0254619866598	0.262508396207	0.0066388615524	0.00114032210194	7.81042535576e-05	0.00409266288642	0.000140587656404	0.000109345954981	0.0	6.24834028461e-05	1.56208507115e-05	9.37251042692e-05	0.0175890779012	0.0	0.000109345954981	0.00157770592186	0.0157301966665	0.00228064420388	6.24834028461e-05	0.000937251042692	0.109736476248	0.000296796163519	0.000593592327038	0.0753862255338	0.000140587656404	0.0	0.000984113594826	0.00117156380336	0.00120280550479	0.00399893778215	0.000296796163519	0.000328037864942	0.00368652076792	9.37251042692e-05	4.68625521346e-05	6.24834028461e-05	0.000156208507115	0.000671696580596	0.00115594295265	0.000296796163519	0.00020307105925	0.000937251042692	6.24834028461e-05	0.00440507990065	0.021010044207	0.186075573676
