# Constructed from biom file
#OTU ID	Inicial	DN	DAG	DN_AN	DN_AE	DAG_AN	DAG_AE
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	0.0005618024171341434	0.000894069676475469	0.0007877358105515782	0.0016488811163853099	0.0015775287786321474	0.0008050743361836517	0.0009173013054583852
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	0.004261949371362467	0.0069629062683089545	0.005612107458592851	0.007402119990006781	0.005772252921433057	0.0058071906161482525	0.006432907225738708
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	6.365249061125764e-05	0.00010498545443461946	5.51006914116389e-05	9.993218887183697e-05	4.807706753926544e-05	4.4397481774833734e-05	5.014187200254839e-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__;s__	0.00039575244162651485	0.0006874853951686371	0.0005142731198419631	0.0007923194974838502	0.0005138236593258994	0.000535729613416327	0.00047782254496546114
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__;s__	5.2582492244082395e-05	0.00018287788836998228	3.673379427442593e-05	7.851814839930048e-05	0.00015925528622381678	0.0001154334526145677	0.00013567800659513093
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	3.874499428511334e-05	0.00018965114349479644	0.00010816061647469858	7.851814839930048e-05	8.713968491491861e-05	0.0001272727810878567	0.00010913230965260531
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__	9.686248571278336e-05	7.450580637295575e-05	8.367142029174796e-05	0.00012848424283521895	9.915895179973498e-05	9.175479566798971e-05	7.078852518006831e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50;f__;g__;s__	7.472248897843288e-05	0.00010498545443461946	8.367142029174796e-05	0.00012848424283521895	0.00013822156917538814	8.583513143134521e-05	9.438470024009109e-05
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11;f__;g__;s__	4.427999346870096e-05	0.00012191859224665486	1.8366897137212965e-05	9.279417538099147e-05	0.00014122638589659223	2.663848906490024e-05	2.9495218825028465e-06
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__;s__	0.0022527446677201614	0.009492717057427043	0.0012897643323020662	0.007966023055783575	0.0086688962406738	0.0015657511905924697	0.0016782779511441196
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum;s__schaedleri	0.004599584321561312	0.007968734654343858	0.028374815310645455	0.025132945501266993	0.021051745948755855	0.02144990336148134	0.0340935234398504
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__	0.00017435247428301004	0.00012191859224665486	0.0	0.00011420821585352797	0.00014723601933900042	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella;s__	4.7047493060494775e-05	0.00011853196468424777	0.0002326473637380309	7.138013490845498e-05	0.0001802890032722454	0.000594926255782772	0.00017107226918516508
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__	2.213999673435048e-05	5.418604099851327e-05	0.0001244867472633323	0.0	0.0006099777944044303	1.4799160591611246e-05	4.1293306355039846e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__	6.365249061125764e-05	0.00023367730180608848	0.0016652653404406422	9.993218887183697e-05	0.00023738052097512313	0.002486258979390689	0.002890531444852789
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	0.015650210191594	0.05402686950308015	0.041666326538941895	0.012919804418430351	0.06857292239459852	0.10171167091402576	0.04321049557866672
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__reuteri	0.00028781995754655624	0.00010159882687221238	0.0020632147784135895	0.00023555444519790145	0.0015594998783049227	0.0058663872585146964	0.001265344887593721
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__vaginalis	0.00010239748489637098	2.3706392936849555e-05	0.0005305992506305968	4.282808094507299e-05	0.00030649130556281717	0.0012993662999434671	0.00025070936001274195
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	1.383749795896905e-05	6.773255124814159e-06	0.015420030529864574	0.0	9.01445016361227e-06	0.018857090425831047	0.02460786106572125
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__	0.00025737746203682437	0.0011446801160935928	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__	0.19998505550220436	0.1979890205534427	0.19242998130658004	0.20438987829686991	0.1852800038461654	0.16332945595325826	0.1991340203752973
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__	0.0013228648048774412	0.0016763806433915045	0.0030182934295486645	0.002241336236125486	0.001571519145189739	0.0019179712126728172	0.0022593337619971803
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	0.003819149436675458	0.00839544972720715	0.00021836199929797638	0.0004140047824690388	0.00013521675245418404	0.0004587739783399486	8.25866127100797e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Alkaliphilus;s__	1.937249714255667e-05	1.0159882687221239e-05	0.0007795727451572615	0.0	1.201926688481636e-05	0.0035399592135134097	5.899043765005693e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus Arthromitus;s__	0.0004095899395854839	0.0004097819350512566	0.00013877211170338686	0.00044969484992326636	0.0018119044828860665	5.919664236644498e-06	0.00014157705036013662
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridiisalibacter;s__	8.30249877538143e-06	0.0	0.00025101426087524386	7.138013490845498e-06	6.00963344240818e-06	0.0012194508327487664	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	0.0005230574228490302	0.0011649998814680354	2.0407663485792184e-06	1.4276026981690996e-05	3.00481672120409e-06	2.959832118322249e-06	2.9495218825028465e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__perfringens	0.0005009174261146796	0.0012259591775913628	2.0407663485792184e-06	5.710410792676398e-05	3.00481672120409e-06	2.959832118322249e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__	5.53499918358762e-05	6.773255124814159e-06	0.009856901463637624	1.4276026981690996e-05	1.201926688481636e-05	0.04099071500664482	8.848565647508539e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__	0.0022665821656791306	0.0017508864497644602	0.0014611887055827205	0.0020914379528177308	0.001694716630759107	0.0008050743361836517	0.0022976775464697173
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__	6.365249061125764e-05	0.00011175870955943363	4.081532697158437e-05	0.00012134622934437346	6.31011511452859e-05	7.695563507637847e-05	4.424282823754269e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Lutispora;s__	0.0007665973869268854	0.0008500435181641769	0.0010305870060325054	0.0003854527285056569	0.0005468766432591444	0.0014118399204397127	0.0012800924970062352
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	0.06982124720136608	0.07068907711012297	0.034031819628907035	0.06963845961668871	0.0729479355406717	0.0224562462817109	0.0312590329107652
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__	0.0007278523926417721	0.0017542730773268671	2.0407663485792184e-06	0.0016702951568578464	0.0015534902448625146	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	0.00040405494040189626	0.0006502324919821593	0.0001653020742349167	0.0005924551197401763	0.00029747685539920494	0.0002249472409924909	0.0002595579256602505
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta	0.00014390997877327812	0.00018287788836998228	4.081532697158437e-05	0.00015703629679860096	8.413486819371453e-05	2.0718824828255743e-05	2.3596175060022772e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__	0.000844087375497112	0.0013343312595883894	0.00018979127041786732	0.0003854527285056569	0.0007512041803010226	0.00023086690522913542	0.00021531509742270778
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__	0.010306168479840148	0.009966844916164034	0.006695754389688417	0.008901102823084334	0.005183308844077056	0.0048955623237049994	0.006966770686471722
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__	0.003368047003213067	0.0035051595270913266	0.0028468690562680095	0.0011206681180627434	0.002163468039266945	0.0011720935188556105	0.0018699968735068047
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__	0.00014667747836507195	9.143894418499114e-05	0.0008958964270262769	9.279417538099147e-05	4.807706753926544e-05	0.00041733632868343705	0.000749178558155723
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__	0.0013477723012035856	0.001151453371218407	0.0001979543358121842	0.0003997287554873479	0.000432693607853389	0.0001272727810878567	7.963709082757685e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__	0.00014390997877327815	0.00019303777105720353	0.0012305821081932686	0.00014276026981690997	0.00013822156917538814	0.0006541228981492169	0.0010205345713459849
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus;s__sucromutans	0.0001079324840799586	0.00020997090886923893	9.795678473180248e-05	0.00011420821585352797	0.00031250093900522536	3.255815330154474e-05	9.733422212259393e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__	3.874499428511334e-05	5.079941343610619e-05	8.367142029174796e-05	4.282808094507299e-05	5.709151770287771e-05	9.76744599046342e-05	7.373804706257116e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus	0.022530214176793403	0.02176924197115271	0.014387402757483491	0.019636675113315967	0.01539067124600735	0.010969137830502252	0.012741934532412295
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__;s__	0.00023246996571068006	0.00033527612867830084	0.0015897569855432112	0.0003354866340697384	0.00026141905474475586	0.0015331930372909249	0.0008081689958057799
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__	0.0003016574555055253	0.00040300867992644246	0.0003122372513326204	0.00014989828330775546	6.0096334424081806e-05	0.001071459226832654	2.6545696942525617e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__	0.02930782067709645	0.032054429878183015	0.053823171677428304	0.0473821335522324	0.03617799332329724	0.03358225521448423	0.03886290032385756
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__	0.0286104107799644	0.030422075393102793	0.07954703150126932	0.03477640172739927	0.030730260607754238	0.04687782108998779	0.05379927913685195
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__	0.012702823126333588	0.010732222745268034	0.03222982294311161	0.011442235625825331	0.01574523961910943	0.016841444753253602	0.03596352031335722
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens	0.0033293020089279536	0.004101205978074974	0.0012285413418446896	0.0028908954637924264	0.002340752225817986	0.0018617344024246946	0.001418720025483869
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas;s__	8.025748816202049e-05	0.00014562498518350442	3.2652261577267494e-05	9.993218887183697e-05	4.507225081806135e-05	3.255815330154474e-05	3.5394262590034156e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__;s__	2.490749632614429e-05	0.0	1.8366897137212965e-05	0.0	0.00014723601933900042	0.0002545455621757134	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae];g__Fusibacter;s__	0.0010239748489637099	0.0012191859224665487	0.0017264883308980188	0.0010992540775902066	0.0008894257494764107	0.00533065764509837	0.0005515605920280323
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__;s__	0.0012204673199810703	0.0010159882687221238	0.0014448625747940868	0.0011206681180627432	0.0009585365340641047	0.0026490497458984126	0.00045127684802293553
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium;s__	3.597749469331953e-05	5.079941343610619e-05	5.51006914116389e-05	3.569006745422749e-05	6.31011511452859e-05	9.175479566798971e-05	7.078852518006831e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__;s__	3.0442495509731914e-05	7.789243393536283e-05	0.0001346905790062284	3.569006745422749e-05	2.7043350490836812e-05	0.00013911210956114568	0.0001209303971826167
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Tepidimicrobium;s__	0.0007942723828448235	0.0009922818757852742	0.0005877407083908149	0.0008851136728648417	0.000802286064561492	0.0006807613872141172	0.0003952359322553814
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D;s__	0.0007693648865186792	0.0007687644566664071	8.979371933748561e-05	0.00019272636425282845	0.00029747685539920494	0.0001035941241412787	0.0001592741816551537
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	0.0016466622571173171	0.0018287788836998228	0.0006489636988481915	0.0009279417538099149	0.00113882553733635	0.0002249472409924909	0.002990815188857886
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__	0.003882801927286716	0.0035695054507770617	0.001365272687199497	0.002426924586887469	0.00035456837310208263	0.03201946385601009	0.00010323326588759961
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__	0.0010295098481472975	0.0009719621104108318	2.0407663485792186e-05	0.0009136657268282237	0.0012800519232329425	1.1839328473288996e-05	0.00017107226918516508
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__;s__	0.00014667747836507195	0.00027431683255497346	0.0002204027656465556	0.00018558835076198295	0.00015024083606020452	0.0003167020366604806	0.0002920026663677818
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__;g__;s__	3.320999510152572e-05	2.0319765374442477e-05	0.00025713655992098153	0.00021414040472536494	9.01445016361227e-06	0.0001272727810878567	1.4747609412514231e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	0.00016881747509942243	0.00013885173005869026	9.183448568606483e-05	0.0006067311467218673	8.713968491491861e-05	5.327697812980048e-05	5.604091576755408e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__	0.0047434943003345905	0.0020760026957555395	0.0026305478233186125	0.00029979656661551087	0.00219652102320019	0.0008050743361836517	0.0007550776019207286
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	0.00030719245468911294	0.0003522092664903363	0.00025101426087524386	0.0003854527285056569	0.0002704335049083681	0.00026934472276732464	0.000230062706835222
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__	0.0015553347705881213	0.0034001740726567076	6.122299045737655e-06	0.0003140725935972019	0.0006881030291557367	3.551798541986699e-05	1.4747609412514231e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	0.001192792324063132	0.0018897381798231505	0.0028733990187995396	0.0014061886576965628	0.0019050538012433931	0.002654969410135057	0.003940561235023803
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__	0.004522094332991086	0.0034814531341544777	0.013309878125433662	0.0017131232378029197	0.003371404361190989	0.008743344077523921	0.014296332564491296
