# Constructed from biom file
#OTU ID	Inicial	DN	DAG	DN_AN	DN_AE	DAG_AN	DAG_AE
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	0.001416959790998431	0.0022351741911886725	0.001963217227333208	0.001877297548092366	0.0029867878208768655	0.0021103603003637633	0.004890307281189719
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__C21_c20	0.0008025748816202049	1.6933137812035396e-05	0.009822208435711778	0.0065812484385595485	2.403853376963272e-05	0.005999579703839198	8.848565647508538e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	0.0006282224073371949	0.0008602034008513982	0.0016122054153775826	0.0010921160640993612	0.0009194739166884516	0.0010181822487028535	0.0012564963219462125
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__;g__;s__	6.088499101946383e-05	0.0002438371844933097	8.571218664032717e-05	6.424212141760947e-05	0.00011418303540575542	0.00014207194167946795	0.00012977896283012524
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__;s__	8.025748816202049e-05	8.127906149776991e-05	0.00013673134535480765	7.851814839930048e-05	6.0096334424081806e-05	0.00010063429202295646	9.143517835758824e-05
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__autotrophica	8.855998693740192e-05	0.00012530521980906194	5.714145776021812e-05	0.00014989828330775546	6.911078458769407e-05	4.735731389315598e-05	6.193995953255978e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__;s__	0.00011900248244713383	0.000213357536431646	9.999755108038171e-05	0.00012848424283521895	0.00014723601933900042	5.623681024812273e-05	6.783900329756547e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60;g__;s__	0.00015774747673224718	0.00022690404668127432	6.122299045737656e-05	0.00042828080945072987	0.00026141905474475586	4.1437649656511485e-05	4.1293306355039846e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__	0.000669734901214102	0.0009956685033476814	0.0009632417165293911	0.001249152360897962	0.0008924305661976148	0.0006926007156874063	0.000651844336033129
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__;s__	0.0007748998857022669	0.0006976452778558583	0.00021428046660081795	0.0004925229308683393	0.0006760837622709203	0.00014799160591611244	0.0002035170098926964
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__;s__	0.000437264935503422	0.0005655668029219823	0.000634678334408137	0.0003783147150148114	0.0005649055435863689	0.00030190287606886936	0.00036279119154785007
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae	0.0001632824759158348	0.00024045055693090264	0.00010611985012611935	0.0002569684856704379	0.00015925528622381678	7.991546719470071e-05	0.00011798087530011385
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__;s__	0.0008440873754971121	0.0011311336058439645	0.000840795735614638	0.0014847068060958636	0.0009284883668520639	0.0005061312922331045	0.0006341472047381119
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__;s__	6.641999020305145e-05	4.741278587369911e-05	4.081532697158437e-06	0.00047110889039580285	3.3052983933244994e-05	2.959832118322249e-06	1.1798087530011386e-05
k__Bacteria;p__TM6;c__SJA-4;o__;f__;g__;s__	0.00021032996897632958	0.00016933137812035398	0.0003632564100471009	7.851814839930048e-05	0.00016226010294502087	0.0002486258979390689	0.00043652923861042125
k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__;s__	4.7047493060494775e-05	3.725290318647787e-05	4.897839236590124e-05	4.282808094507299e-05	7.211560130889816e-05	0.0001035941241412787	9.733422212259393e-05
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__;g__;s__	0.000553499918358762	0.0006062063336708672	0.0009387525203464405	0.0007637674435204682	0.00120493150520284	0.001476956227042802	0.0012594458438287153
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16;g__;s__	0.013657610485502453	0.012730333007088212	0.021685183220002773	0.01800920803740319	0.030354658517603716	0.04118014426221745	0.032562721582831425
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__	0.014775680320587152	0.011734664503740529	6.73452895031142e-05	0.01087833256004854	0.015598003599770434	0.00010655395625960096	5.899043765005693e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__;s__	0.0009437173608016894	0.0007823109669160353	0.0002836665224525114	0.002162818087726186	0.001694716630759107	0.000867230810668419	0.0005014187200254839
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__;g__;s__	0.00030995995428090674	0.00030818310817904424	1.0203831742896093e-05	0.0003354866340697384	0.00035456837310208263	2.959832118322249e-06	7.078852518006831e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__;s__	0.007707486363145761	0.0032308426945363536	2.0407663485792184e-06	0.002191370141689568	0.0018900297176373728	0.0	2.9495218825028465e-06
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__muciniphila	0.1694484650063514	0.06550753693964013	4.285609332016359e-05	0.05060137763660374	0.038596870783866546	0.0	2.0646653177519923e-05
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__Arctic97B-4;f__;g__;s__	0.0004400324350952158	0.00014223835762109733	0.0	0.00011420821585352797	9.01445016361227e-05	2.959832118322249e-06	0.0
k__Bacteria;p__[Caldithrix];c__KSB1;o__Ucn15732;f__;g__;s__	9.686248571278336e-05	0.00018287788836998228	6.530452315453499e-05	0.00013562225632606447	6.911078458769407e-05	7.399580295805622e-05	4.424282823754269e-05
