	13i	13DAG.SM	20DAG.AE	26DAG.AN	2i	2DN.AE	34DAG.AE	39DAG.AE	39DAG.SM	49DAG.AN	59DAG.SM	7DAG.AE	38DN.AE	46DAG.AN	48DN.AN	8DN.AE	21DN.AE	33DN.AE	45DN.AE	7DAG.SM	27DAG.AE	2SM.DN	26DAG.SM	27DAG.SM	33i	3DAG.AN	48SM.DN	50DN.AN	50i	51DN.AN	54DAG.AN	59DAG.AN	59i	8SM.DN	51SM.DN	10DAG.AE	31i	33SM.DN	50SM.DN
50DN.AN	0.245845972678	0.293602087653	0.30059428173	0.300423825537	0.252033892137	0.187819644734	0.342879595862	0.302019102614	0.328891656927	0.338772862322	0.287146180173	0.282837081804	0.26636883148	0.374135495481	0.140445325751	0.3458981187	0.208694902517	0.220582025201	0.265358750847	0.26350941995	0.289307481149	0.21884982869	0.262677154146	0.329826204484	0.224216279935	0.320784390673	0.215933438503	0.0	0.31382620707	0.219559772815	0.278150578913	0.395090262717	0.301193572358	0.305766900416	0.22534363252	0.383346130486	0.228229871841	0.261196103436	0.156641176517
50i	0.188727270335	0.375517654453	0.435388506185	0.419144871406	0.190023341091	0.356984429585	0.425027380657	0.40017350875	0.386852019073	0.397188425476	0.448697443633	0.446641949115	0.399757242191	0.401526719288	0.320889397772	0.339017006133	0.390775660607	0.178905183169	0.412793404879	0.395748313017	0.447356197492	0.186683496926	0.420450326951	0.448354017912	0.202222419925	0.461601713859	0.302147040773	0.31382620707	0.0	0.332086229185	0.407269105578	0.415980100207	0.0864880457218	0.186159683427	0.368110852949	0.454147719442	0.203415619796	0.244134108536	0.351598395419
51DN.AN	0.288356456519	0.224646371305	0.243423894569	0.257187633397	0.296253971236	0.185302806123	0.24863648053	0.285751383522	0.230408180711	0.290950666422	0.295030309065	0.277313241268	0.255320927301	0.316735385198	0.163139558774	0.233368057531	0.28767780189	0.236457804448	0.268755235548	0.211412997478	0.339359269978	0.214350485055	0.241735057307	0.257734275414	0.230531447657	0.258694112287	0.133070488716	0.219559772815	0.332086229185	0.0	0.20758118611	0.312008978674	0.329540200045	0.338890376805	0.232662694955	0.274128546618	0.255027011447	0.287395027154	0.176219032653
54DAG.AN	0.330100257478	0.147676192414	0.119616430855	0.179259940981	0.358318038711	0.242563478621	0.158112555054	0.175746041368	0.128921004619	0.245881120905	0.212602085649	0.156634317584	0.271789302585	0.262278318434	0.227434257115	0.2867363957	0.292735105188	0.353006513078	0.277644999834	0.0971566862981	0.215598185086	0.302532271572	0.129755033526	0.154144313826	0.317678902123	0.133419020583	0.217029529995	0.278150578913	0.407269105578	0.20758118611	0.0	0.25430245284	0.400251727318	0.406609197781	0.286722478964	0.186765357146	0.359430934476	0.381124930774	0.224734773984
59DAG.AN	0.397009519807	0.261960186203	0.329759125027	0.232822500861	0.412855395328	0.319609109363	0.159954978965	0.234852497002	0.273388418249	0.256336535796	0.230389228278	0.307320592484	0.218588831792	0.152514858124	0.332554352564	0.347372783672	0.394133666525	0.380631839482	0.223022034624	0.264144207935	0.343129505539	0.321935291178	0.327841226006	0.343418834211	0.328572157717	0.274557573916	0.290154901671	0.395090262717	0.415980100207	0.312008978674	0.25430245284	0.0	0.411761662371	0.375362151203	0.377171615109	0.335509746446	0.403157136652	0.278700999052	0.357839899363
59i	0.176159893191	0.364231061996	0.427763240392	0.406623079016	0.162768564034	0.354952360963	0.417772216119	0.39652955935	0.378196121865	0.386059174463	0.440422858763	0.438900259166	0.389476451946	0.397805420761	0.309215104389	0.347954933552	0.392725893777	0.175358046898	0.401270201671	0.385661822219	0.450055191535	0.179063710657	0.407820920003	0.430265321709	0.195932737719	0.45131389234	0.281247246582	0.301193572358	0.0864880457218	0.329540200045	0.400251727318	0.411761662371	0.0	0.162772112255	0.341997740504	0.446865076353	0.187526213703	0.21525382775	0.333403136468
8SM.DN	0.162945565084	0.392506809383	0.437389305926	0.350407338075	0.135139873078	0.352898086923	0.354217597943	0.395789152469	0.413050210441	0.347641982089	0.362822183005	0.448285285118	0.308215217451	0.359482364778	0.306421118158	0.419979835131	0.366564840862	0.188598318756	0.319684110767	0.396194155007	0.445489263132	0.255076928521	0.421134225473	0.447390523813	0.282191534582	0.421522381791	0.304354007959	0.305766900416	0.186159683427	0.338890376805	0.406609197781	0.375362151203	0.162772112255	0.0	0.325681923122	0.472668500923	0.201673644536	0.206108864023	0.343591082016
51SM.DN	0.270092954071	0.284143183095	0.297386383667	0.280931030734	0.28380936584	0.233340748894	0.339430518468	0.315290894621	0.325423395928	0.331001363787	0.258141363253	0.28687419342	0.245287187312	0.363526159222	0.262297942798	0.34570355166	0.241305770315	0.332466402371	0.245966100074	0.261652161167	0.281963390515	0.28508845948	0.254041102264	0.324874088106	0.310851371396	0.306243205098	0.17613542156	0.22534363252	0.368110852949	0.232662694955	0.286722478964	0.377171615109	0.341997740504	0.325681923122	0.0	0.38177464974	0.337780827475	0.275205589134	0.124350302139
10DAG.AE	0.399263386257	0.180780912417	0.191820478117	0.243807795444	0.440688581736	0.338321936605	0.255102016443	0.314302452289	0.164752331924	0.293463642827	0.308218426387	0.266442933176	0.349363583994	0.315953729785	0.313942866822	0.226996827249	0.429999107115	0.402619827464	0.356615795589	0.217907334258	0.358527186501	0.354463621613	0.224937405175	0.205427180669	0.362671540218	0.160093823289	0.279405109417	0.383346130486	0.454147719442	0.274128546618	0.186765357146	0.335509746446	0.446865076353	0.472668500923	0.38177464974	0.0	0.379901211486	0.423973901379	0.327320868701
31i	0.160757223591	0.310297330899	0.374558652417	0.352717139993	0.165151788357	0.293048870161	0.385861887934	0.366782310142	0.358902854482	0.340985535289	0.381978321477	0.387649182681	0.333594468354	0.378192875887	0.235437819055	0.347004507072	0.356189851048	0.121126452876	0.344545413204	0.337745668618	0.417998163572	0.207071816405	0.359835609398	0.385643465761	0.187248243326	0.38197914362	0.250895887045	0.228229871841	0.203415619796	0.255027011447	0.359430934476	0.403157136652	0.187526213703	0.201673644536	0.337780827475	0.379901211486	0.0	0.246294984844	0.291411551651
33SM.DN	0.234680561295	0.341181532975	0.422319187539	0.333091497115	0.24064183891	0.315812222743	0.290413143422	0.383714206648	0.369048863099	0.328894707627	0.319178620432	0.421039334948	0.233163697625	0.277583932867	0.269242745156	0.331305550033	0.349255069418	0.231403494735	0.246254347246	0.360762466006	0.424698627109	0.162280611212	0.396787197288	0.410505244093	0.192339266587	0.398093630561	0.24070430366	0.261196103436	0.244134108536	0.287395027154	0.381124930774	0.278700999052	0.21525382775	0.206108864023	0.275205589134	0.423973901379	0.246294984844	0.0	0.299713118714
50SM.DN	0.27908395551	0.240503220475	0.236641280205	0.260727553175	0.287835948364	0.176724143809	0.300847680619	0.262516639273	0.273859983501	0.314723518832	0.231647437199	0.216197301563	0.232221294204	0.348452261055	0.200663107707	0.31538873616	0.201639191529	0.281033451866	0.231610206175	0.206731600965	0.24277773178	0.269657220706	0.209337815697	0.284626736205	0.275999939719	0.268677653948	0.134596892056	0.156641176517	0.351598395419	0.176219032653	0.224734773984	0.357839899363	0.333403136468	0.343591082016	0.124350302139	0.327320868701	0.291411551651	0.299713118714	0.0
